Base Dataset,SERIES Code,SERIES Description,REF_AREA Code,REF_AREA Description,TIME_PERIOD,TIME_DETAIL,OBS_VALUE,UNIT_MEASURE Code,UNIT_MEASURE Description,Sex code,Sex,Nature code,Reporting Type code,Reporting Type,Type of Occupation code,Type of Occupation,SOURCE_DETAIL,COMMENT_OBS
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2015","2015","16.4","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2016","2016","19.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2016","2016","19","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2016","2016","17.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2017","2017","19.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2017","2017","19.9","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2017","2017","18.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2018","2018","19.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2018","2018","20.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2018","2018","19.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Continuous Employment Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BOL - Bolivian(BOB)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2019","2019","20.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2019","2019","21","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","68","Bolivia (Plurinational State of)","2019","2019","19.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HIES - Household Survey","Repository: ILO-STATISTICS - Micro data processing"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2010","2010","3.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2010","2010","4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2010","2010","3.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2011","2011","3.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2011","2011","4.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2011","2011","3.7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2012","2012","4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2012","2012","3.9","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2012","2012","3.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2013","2013","4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2013","2013","3.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2013","2013","4.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2014","2014","4.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2014","2014","3.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2014","2014","4.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2015","2015","4.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2015","2015","4.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2015","2015","3.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2016","2016","4.3","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2016","2016","4.1","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2016","2016","3.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2017","2017","4.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2017","2017","4.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2017","2017","3.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2018","2018","4.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2018","2018","4.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2018","2018","4.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2019","2019","4.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2019","2019","4.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","70","Bosnia and Herzegovina","2019","2019","4.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","LFS - Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BIH - Marka(BAM)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","72","Botswana","2019","2019","23.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Multi-Topic Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BWA - Pula(BWP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","72","Botswana","2019","2019","27.8","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Multi-Topic Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BWA - Pula(BWP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","72","Botswana","2019","2019","32.4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Multi-Topic Household Survey","Repository: ILO-STATISTICS - Micro data processing ,  Employment definition: Excluding own-use production workers ,  Local currency: BWA - Pula(BWP) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2001","2001","3.3","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2001","2001","4","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2001","2001","3.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2002","2002","4.2","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2002","2002","4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2002","2002","3.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2003","2003","4","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2003","2003","4.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2003","2003","4.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2004","2004","4.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2004","2004","5.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2004","2004","4.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2005","2005","5.5","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2005","2005","5.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2005","2005","4.7","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2006","2006","5.2","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2006","2006","6.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2006","2006","5.7","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2007","2007","6.4","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2007","2007","5.8","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2007","2007","6.8","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2008","2008","7.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2008","2008","6.6","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2008","2008","6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2009","2009","6.6","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2009","2009","7.7","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2009","2009","7.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2011","2011","10.3","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2011","2011","11.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2011","2011","9.1","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - National Household Sample Survey","Repository: SEDLAC (CEDLAS and The World Bank) ,  Geographical coverage: Total national, excluding some areas ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2012","2012","8.5","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2012","2012","9.1","local currency","CUR_LCU","MALE","Male","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2012","2012","7.9","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL) ,  Break in series: Methodology revised"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2013","2013","9.2","local currency","CUR_LCU","_T","Both Sexes","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
"SDG","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","76","Brazil","2013","2013","8.5","local currency","CUR_LCU","FEMALE","Female","C","G","Global","_T","All occupations (isco-08)","HS - Continuous National Household Sample Survey","Repository: ILO-STATISTICS - Micro data processing ,  Local currency: BRA - Real(BRL)"
